code,code_desc,p1,p2,p3,p4,p5
A6922,Other neurologic disorders in Lyme disease,Lyme disease,Other spirochaetal infections,Other spirochetal diseases,Certain infectious and parasitic diseases,root
A6923,Arthritis due to Lyme disease,Lyme disease,Other spirochaetal infections,Other spirochetal diseases,Certain infectious and parasitic diseases,root
A6929,Other conditions associated with Lyme disease,Lyme disease,Other spirochaetal infections,Other spirochetal diseases,Certain infectious and parasitic diseases,root
A692,Lyme disease,,Other spirochaetal infections,Other spirochetal diseases,Certain infectious and parasitic diseases,root
A698,Other specified spirochetal infections,,Other spirochaetal infections,Other spirochetal diseases,Certain infectious and parasitic diseases,root
A699,Spirochetal infection unspecified,,Other spirochaetal infections,Other spirochetal diseases,Certain infectious and parasitic diseases,root
A70,Chlamydia psittaci infection,,Chlamydia psittaci infection,Other diseases caused by chlamydiae,Certain infectious and parasitic diseases,root
A710,Initial stage of trachoma,,Trachoma,Other diseases caused by chlamydiae,Certain infectious and parasitic diseases,root
A711,Active stage of trachoma,,Trachoma,Other diseases caused by chlamydiae,Certain infectious and parasitic diseases,root
A719,Trachoma unspecified,,Trachoma,Other diseases caused by chlamydiae,Certain infectious and parasitic diseases,root
A740,Chlamydial conjunctivitis,,Other diseases caused by chlamydiae,Other diseases caused by chlamydiae,Certain infectious and parasitic diseases,root
A7481,Chlamydial peritonitis,Other chlamydial diseases,Other diseases caused by chlamydiae,Other diseases caused by chlamydiae,Certain infectious and parasitic diseases,root
A7489,Other chlamydial diseases,Other chlamydial diseases,Other diseases caused by chlamydiae,Other diseases caused by chlamydiae,Certain infectious and parasitic diseases,root
A748,Other chlamydial diseases,,Other diseases caused by chlamydiae,Other diseases caused by chlamydiae,Certain infectious and parasitic diseases,root
A749,Chlamydial infection unspecified,,Other diseases caused by chlamydiae,Other diseases caused by chlamydiae,Certain infectious and parasitic diseases,root
A750,Epidemic louse-borne typhus fever due to Rickettsia prowazekii,,Typhus fever,Rickettsioses,Certain infectious and parasitic diseases,root
A751,Recrudescent typhus [Brill's disease],,Typhus fever,Rickettsioses,Certain infectious and parasitic diseases,root
A752,Typhus fever due to Rickettsia typhi,,Typhus fever,Rickettsioses,Certain infectious and parasitic diseases,root
A753,Typhus fever due to Rickettsia tsutsugamushi,,Typhus fever,Rickettsioses,Certain infectious and parasitic diseases,root
A759,Typhus fever unspecified,,Typhus fever,Rickettsioses,Certain infectious and parasitic diseases,root
A770,Spotted fever due to Rickettsia rickettsii,,Spotted fever [tick-borne rickettsioses],Rickettsioses,Certain infectious and parasitic diseases,root
A771,Spotted fever due to Rickettsia conorii,,Spotted fever [tick-borne rickettsioses],Rickettsioses,Certain infectious and parasitic diseases,root
A772,Spotted fever due to Rickettsia siberica,,Spotted fever [tick-borne rickettsioses],Rickettsioses,Certain infectious and parasitic diseases,root
A773,Spotted fever due to Rickettsia australis,,Spotted fever [tick-borne rickettsioses],Rickettsioses,Certain infectious and parasitic diseases,root
A7740,Ehrlichiosis unspecified,Ehrlichiosis,Spotted fever [tick-borne rickettsioses],Rickettsioses,Certain infectious and parasitic diseases,root
A7741,Ehrlichiosis chafeensis [E. chafeensis],Ehrlichiosis,Spotted fever [tick-borne rickettsioses],Rickettsioses,Certain infectious and parasitic diseases,root
A7749,Other ehrlichiosis,Ehrlichiosis,Spotted fever [tick-borne rickettsioses],Rickettsioses,Certain infectious and parasitic diseases,root
A774,Ehrlichiosis,,Spotted fever [tick-borne rickettsioses],Rickettsioses,Certain infectious and parasitic diseases,root
A778,Other spotted fevers,,Spotted fever [tick-borne rickettsioses],Rickettsioses,Certain infectious and parasitic diseases,root
A779,Spotted fever unspecified,,Spotted fever [tick-borne rickettsioses],Rickettsioses,Certain infectious and parasitic diseases,root
A78,Q fever,,Q fever,Rickettsioses,Certain infectious and parasitic diseases,root
A790,Trench fever,,Other rickettsioses,Rickettsioses,Certain infectious and parasitic diseases,root
A791,Rickettsialpox due to Rickettsia akari,,Other rickettsioses,Rickettsioses,Certain infectious and parasitic diseases,root
A7981,Rickettsiosis due to Ehrlichia sennetsu,Other specified rickettsioses,Other rickettsioses,Rickettsioses,Certain infectious and parasitic diseases,root
A7982,Anaplasmosis [A. phagocytophilum],Other specified rickettsioses,Other rickettsioses,Rickettsioses,Certain infectious and parasitic diseases,root
A7989,Other specified rickettsioses,Other specified rickettsioses,Other rickettsioses,Rickettsioses,Certain infectious and parasitic diseases,root
A798,Other specified rickettsioses,,Other rickettsioses,Rickettsioses,Certain infectious and parasitic diseases,root
A799,Rickettsiosis unspecified,,Other rickettsioses,Rickettsioses,Certain infectious and parasitic diseases,root
A800,Acute paralytic poliomyelitis vaccine-associated,,Acute poliomyelitis,Viral and prion infections of the central nervous system,Certain infectious and parasitic diseases,root
A801,Acute paralytic poliomyelitis wild virus imported,,Acute poliomyelitis,Viral and prion infections of the central nervous system,Certain infectious and parasitic diseases,root
A802,Acute paralytic poliomyelitis wild virus indigenous,,Acute poliomyelitis,Viral and prion infections of the central nervous system,Certain infectious and parasitic diseases,root
A8030,Acute paralytic poliomyelitis unspecified,Acute paralytic poliomyelitis other and unspecified,Acute poliomyelitis,Viral and prion infections of the central nervous system,Certain infectious and parasitic diseases,root
A8039,Other acute paralytic poliomyelitis,Acute paralytic poliomyelitis other and unspecified,Acute poliomyelitis,Viral and prion infections of the central nervous system,Certain infectious and parasitic diseases,root
A803,Acute paralytic poliomyelitis other and unspecified,,Acute poliomyelitis,Viral and prion infections of the central nervous system,Certain infectious and parasitic diseases,root
A804,Acute nonparalytic poliomyelitis,,Acute poliomyelitis,Viral and prion infections of the central nervous system,Certain infectious and parasitic diseases,root
A809,Acute poliomyelitis unspecified,,Acute poliomyelitis,Viral and prion infections of the central nervous system,Certain infectious and parasitic diseases,root
A8100,Creutzfeldt-Jakob disease unspecified,Creutzfeldt-Jakob disease,Atypical virus infections of central nervous system,Viral and prion infections of the central nervous system,Certain infectious and parasitic diseases,root
A8101,Variant Creutzfeldt-Jakob disease,Creutzfeldt-Jakob disease,Atypical virus infections of central nervous system,Viral and prion infections of the central nervous system,Certain infectious and parasitic diseases,root
A8109,Other Creutzfeldt-Jakob disease,Creutzfeldt-Jakob disease,Atypical virus infections of central nervous system,Viral and prion infections of the central nervous system,Certain infectious and parasitic diseases,root
A810,Creutzfeldt-Jakob disease,,Atypical virus infections of central nervous system,Viral and prion infections of the central nervous system,Certain infectious and parasitic diseases,root
A811,Subacute sclerosing panencephalitis,,Atypical virus infections of central nervous system,Viral and prion infections of the central nervous system,Certain infectious and parasitic diseases,root
A812,Progressive multifocal leukoencephalopathy,,Atypical virus infections of central nervous system,Viral and prion infections of the central nervous system,Certain infectious and parasitic diseases,root
A8181,Kuru,Other atypical virus infections of central nervous system,Atypical virus infections of central nervous system,Viral and prion infections of the central nervous system,Certain infectious and parasitic diseases,root
A8182,Gerstmann-Sträussler-Scheinker syndrome,Other atypical virus infections of central nervous system,Atypical virus infections of central nervous system,Viral and prion infections of the central nervous system,Certain infectious and parasitic diseases,root
A8183,Fatal familial insomnia,Other atypical virus infections of central nervous system,Atypical virus infections of central nervous system,Viral and prion infections of the central nervous system,Certain infectious and parasitic diseases,root
A8189,Other atypical virus infections of central nervous system,Other atypical virus infections of central nervous system,Atypical virus infections of central nervous system,Viral and prion infections of the central nervous system,Certain infectious and parasitic diseases,root
